,inv1819,inv1920,inv2021,inv2122,inv2223,inv2324,week
3108,14.29,13.7,12.04,11.31,NaN,,19
3109,14.65,13.81,12.13,10.48,NaN,,19
3110,14.81,12.93,13.07,10.09,NaN,,19
3111,13.87,11.62,12.68,10.42,NaN,,19
3112,12.37,11.44,11.99,9.85,NaN,,19
3113,9.99,9.04,10.17,5.35,NaN,,19
3114,6.32,4.85,9.52,3.27,NaN,,19
3115,4.48,2.51,9.06,4.56,NaN,,19
3116,4.17,1.17,8.51,4.77,NaN,,19
3117,4.28,0.23,8.24,4.57,NaN,,19
3118,4.55,-0.6,8.23,4.6,NaN,,19
3119,4.33,0.68,8.43,3.86,NaN,,19
3120,2.6,3.31,8.38,3.51,NaN,,19
3121,1.31,4.5,8.36,3.08,NaN,,19
3122,0.44,5.56,7.94,2.63,NaN,,19
3123,-0.55,4.84,7.53,2.29,NaN,,19
3124,-0.99,3.09,7.43,1.45,NaN,,19
3125,-1.38,1.06,7.22,0.75,NaN,,19
3126,-1.01,-0.2,7.09,-0.43,NaN,,19
3127,-0.9,0.06,7.16,-0.06,NaN,,19
3128,3.33,5.19,8.44,4.59,NaN,,19
3129,10.65,10.42,10.25,9.8,NaN,,19
3130,14.09,11.26,11.14,12.83,NaN,,19
3131,18.32,11.59,11.55,13.65,NaN,,19
3132,18.96,10.79,10.88,15.11,NaN,,19
3133,18.9,10.84,10.88,14.87,NaN,,19
3134,19.18,11.14,11.19,14.19,NaN,,19
3135,18.08,11.19,11.29,13.37,NaN,,19
3136,17.02,10.19,10.6,12.33,NaN,,19
3137,15.2,8.41,10.15,10.02,NaN,,19
3138,14.3,5.24,9.38,7.12,NaN,,19
3139,12.99,3.34,8.7,6.5,NaN,,19
3140,10.38,2.64,7.54,4.42,NaN,,19
3141,9.15,2.16,6.48,1.95,NaN,,19
3142,7.89,2.0,4.67,3.54,NaN,,19
3143,6.5,1.77,3.16,1.67,NaN,,19
3144,4.96,1.56,2.28,-0.27,NaN,,19
3145,3.81,0.85,2.6,-1.48,NaN,,19
3146,2.51,-0.17,3.73,-2.07,NaN,,19
3147,1.26,-0.31,4.71,-2.33,NaN,,19
3148,0.62,-0.31,5.14,-2.54,NaN,,19
3149,0.63,-0.66,5.46,-2.82,NaN,,19
3150,0.63,-0.62,5.87,-3.23,NaN,,19
3151,0.53,-0.26,6.6,-2.52,NaN,,19
3152,0.82,1.55,8.44,3.33,NaN,,19
3153,1.74,5.77,9.32,10.64,NaN,,19
3154,3.24,9.04,10.24,12.73,NaN,,19
3155,4.18,10.88,11.12,13.95,NaN,,19
3156,5.21,12.35,11.64,14.03,NaN,,19
3157,5.78,12.48,11.57,14.49,NaN,,19
3158,6.02,11.57,11.38,14.86,NaN,,19
3159,5.63,9.77,11.55,14.09,NaN,,19
3160,4.85,8.93,10.8,13.33,NaN,,19
3161,3.57,7.76,10.29,10.58,NaN,,19
3162,2.36,5.63,9.79,5.96,NaN,,19
3163,1.57,4.72,8.9,3.28,NaN,,19
3164,1.06,6.34,8.26,2.22,NaN,,19
3165,0.41,7.49,8.04,0.98,NaN,,19
3166,0.15,7.4,8.21,0.16,NaN,,19
3167,-0.34,7.29,8.29,-0.54,NaN,,19
3168,-0.38,7.14,8.37,-1.04,NaN,,19
3169,-0.65,7.44,8.19,-1.39,NaN,,19
3170,-1.01,7.85,7.84,-1.73,NaN,,19
3171,-1.29,8.73,7.07,-1.73,NaN,,19
3172,-1.25,9.52,6.93,-1.81,NaN,,19
3173,-1.28,9.56,7.05,-2.13,NaN,,19
3174,-1.05,9.84,6.5,-2.77,NaN,,19
3175,-0.63,9.91,5.71,-1.57,NaN,,19
3176,0.15,10.26,7.54,5.68,NaN,,19
3177,1.98,11.66,9.59,11.67,NaN,,19
3178,4.39,13.13,10.77,13.76,NaN,,19
3179,5.72,14.66,11.34,14.54,NaN,,19
3180,7.41,17.0,12.96,15.21,NaN,,19
3181,9.71,15.4,12.95,15.1,NaN,,19
3182,10.84,14.65,13.52,14.36,NaN,,19
3183,8.82,14.06,13.87,12.56,NaN,,19
3184,7.85,12.13,12.43,12.21,NaN,,19
3185,7.03,11.58,10.04,9.67,NaN,,19
3186,5.88,11.13,7.44,6.74,NaN,,19
3187,4.74,10.74,7.38,4.6,NaN,,19
3188,4.31,9.87,4.88,3.42,NaN,,19
3189,4.08,9.02,4.1,2.26,NaN,,19
3190,3.8,6.57,6.19,0.77,NaN,,19
3191,3.51,4.64,7.1,0.47,NaN,,19
3192,3.79,4.68,7.91,1.24,NaN,,20
3193,4.25,5.98,9.27,0.08,NaN,,20
3194,3.93,6.99,11.23,-0.67,NaN,,20
3195,3.8,7.81,13.22,-1.17,NaN,,20
3196,4.05,9.48,12.7,-1.61,NaN,,20
3197,4.35,9.88,14.11,-2.11,NaN,,20
3198,4.18,9.8,14.8,-1.52,NaN,,20
3199,4.71,9.86,15.06,-0.37,NaN,,20
3200,7.19,9.86,16.4,5.77,NaN,,20
3201,9.75,9.64,18.29,10.92,NaN,,20
3202,12.32,9.49,20.77,12.67,NaN,,20
3203,14.35,9.17,22.49,13.21,NaN,,20
3204,15.29,9.6,24.37,11.24,NaN,,20
3205,14.84,10.04,25.32,12.16,NaN,,20
3206,15.4,10.12,25.09,11.66,NaN,,20
3207,15.11,9.6,23.95,9.77,NaN,,20
3208,14.31,9.85,22.2,6.2,NaN,,20
3209,11.87,9.74,19.28,4.44,NaN,,20
3210,10.22,9.71,17.92,3.17,NaN,,20
3211,9.75,9.91,16.88,3.03,NaN,,20
3212,9.25,10.14,16.7,2.82,NaN,,20
3213,9.0,10.45,15.93,2.12,NaN,,20
3214,8.43,10.82,15.62,2.67,NaN,,20
3215,8.07,10.82,14.79,3.22,NaN,,20
3216,7.96,10.73,14.93,3.33,NaN,,20
3217,8.39,10.1,14.29,3.34,NaN,,20
3218,8.43,9.45,13.02,3.43,NaN,,20
3219,7.94,9.56,12.91,3.01,NaN,,20
3220,7.65,9.6,11.28,2.57,NaN,,20
3221,7.58,9.58,8.96,2.45,NaN,,20
3222,5.11,9.63,7.22,2.46,NaN,,20
3223,4.53,9.78,7.1,2.88,NaN,,20
3224,6.46,10.09,12.0,3.72,NaN,,20
3225,11.37,10.69,17.77,4.35,NaN,,20
3226,14.43,10.37,21.79,5.9,NaN,,20
3227,15.09,10.04,22.96,7.26,NaN,,20
3228,17.3,12.37,22.58,7.8,NaN,,20
3229,17.24,12.02,22.63,8.32,NaN,,20
3230,17.81,11.48,22.06,8.75,NaN,,20
3231,17.52,10.56,21.1,8.25,NaN,,20
3232,14.5,7.64,20.06,6.95,NaN,,20
3233,12.39,5.01,17.46,5.36,NaN,,20
3234,9.66,4.62,12.49,4.59,NaN,,20
3235,9.35,4.41,9.67,4.46,NaN,,20
3236,9.16,4.51,8.12,4.29,NaN,,20
3237,6.82,4.06,6.95,4.13,NaN,,20
3238,5.93,3.99,5.89,4.43,NaN,,20
3239,7.01,4.26,4.72,4.58,NaN,,20
3240,11.56,3.76,4.33,4.42,NaN,,20
3241,12.75,3.02,3.65,4.18,NaN,,20
3242,13.14,2.9,2.94,4.0,NaN,,20
3243,12.37,1.98,2.16,3.82,NaN,,20
3244,12.41,-0.09,1.83,3.69,NaN,,20
3245,14.02,-0.72,1.65,3.51,NaN,,20
3246,13.26,-0.89,1.0,3.36,NaN,,20
3247,11.61,-0.84,2.29,3.37,NaN,,20
3248,14.47,4.12,9.18,4.41,NaN,,20
3249,18.12,8.36,16.73,5.08,NaN,,20
3250,19.37,9.91,18.89,5.99,NaN,,20
3251,20.7,12.06,19.63,6.71,NaN,,20
3252,21.9,11.55,20.21,6.97,NaN,,20
3253,19.41,10.62,20.73,7.22,NaN,,20
3254,17.47,9.29,20.9,7.69,NaN,,20
3255,16.82,9.21,19.97,7.37,NaN,,20
3256,16.16,8.09,18.59,6.35,NaN,,20
3257,13.46,7.21,15.59,5.11,NaN,,20
3258,9.14,6.72,10.87,4.34,NaN,,20
3259,7.25,6.59,7.81,3.76,NaN,,20
3260,5.34,6.8,6.24,3.56,NaN,,20
3261,5.76,6.96,4.93,3.84,NaN,,20
3262,4.33,6.66,4.03,4.07,NaN,,20
3263,2.92,5.65,3.49,3.88,NaN,,20
3264,2.1,4.94,3.0,3.45,NaN,,20
3265,1.37,4.43,3.21,3.2,NaN,,20
3266,0.92,3.42,7.47,2.93,NaN,,20
3267,0.5,3.86,12.0,2.47,NaN,,20
3268,-0.06,2.28,12.48,2.82,NaN,,20
3269,-0.28,0.66,12.03,2.37,NaN,,20
3270,-1.07,-0.5,12.68,1.39,NaN,,20
3271,0.14,0.33,12.98,1.73,NaN,,20
3272,7.24,5.22,13.07,4.08,NaN,,20
3273,14.89,9.08,13.76,5.48,NaN,,20
3274,16.77,10.39,13.67,6.58,NaN,,20
3275,18.19,12.23,13.5,8.43,NaN,,20
3276,16.68,13.4,13.68,9.12,NaN,,20
3277,16.42,13.93,14.04,10.58,NaN,,20
3278,17.3,13.63,13.3,10.55,NaN,,20
3279,15.3,12.19,13.12,8.75,NaN,,20
3280,14.81,11.48,12.31,4.97,NaN,,20
3281,12.17,9.7,10.93,3.17,NaN,,20
3282,9.06,5.3,9.76,2.83,NaN,,20
3283,7.11,1.93,9.55,2.42,NaN,,20
3284,4.77,0.8,8.84,1.8,NaN,,20
3285,3.8,0.05,7.78,1.48,NaN,,20
3286,4.01,-1.02,7.08,1.1,NaN,,20
3287,3.86,-1.8,6.4,0.87,NaN,,20
3288,2.54,-2.58,5.86,0.16,NaN,,20
3289,1.86,-2.94,5.31,1.06,NaN,,20
3290,1.9,-3.12,5.23,1.18,NaN,,20
3291,0.82,-3.07,4.94,0.91,NaN,,20
3292,-0.05,-3.34,4.93,1.07,NaN,,20
3293,0.01,-0.64,4.65,1.14,NaN,,20
3294,-0.28,4.96,4.41,0.83,NaN,,20
3295,0.79,5.84,4.74,1.01,NaN,,20
3296,7.11,7.38,5.84,2.63,NaN,,20
3297,12.57,9.63,7.07,4.63,NaN,,20
3298,14.0,10.94,8.69,6.21,NaN,,20
3299,14.93,11.72,10.45,7.22,NaN,,20
3300,13.26,13.35,11.9,8.65,NaN,,20
3301,14.45,13.38,12.34,9.53,NaN,,20
3302,12.62,11.91,12.87,10.09,NaN,,20
3303,11.49,10.75,12.52,9.94,NaN,,20
3304,10.87,9.86,11.73,8.47,NaN,,20
3305,10.05,9.43,9.9,6.36,NaN,,20
3306,9.54,9.02,8.71,4.03,NaN,,20
3307,7.92,8.91,7.53,3.43,NaN,,20
3308,5.97,8.69,7.13,2.37,NaN,,20
3309,4.46,8.69,7.05,2.27,NaN,,20
3310,2.96,8.81,6.45,2.17,NaN,,20
3311,1.5,8.92,6.31,1.95,NaN,,20
3312,0.89,9.04,5.96,1.27,NaN,,20
3313,0.66,9.35,5.86,0.81,NaN,,20
3314,-0.29,9.35,4.73,0.65,NaN,,20
3315,-0.38,9.07,4.85,0.67,NaN,,20
3316,-0.76,8.67,4.67,0.01,NaN,,20
3317,-0.94,8.58,5.43,-0.41,NaN,,20
3318,-0.8,8.42,5.25,-1.66,NaN,,20
3319,1.05,8.62,6.01,-1.55,NaN,,20
3320,7.65,8.71,9.07,4.12,NaN,,20
3321,11.87,8.73,11.58,8.73,NaN,,20
3322,14.79,8.68,13.36,10.55,NaN,,20
3323,15.2,8.8,15.3,9.95,NaN,,20
3324,16.9,9.06,16.06,10.96,NaN,,20
3325,17.08,9.07,16.63,10.91,NaN,,20
3326,16.87,9.53,16.84,10.56,NaN,,20
3327,15.57,9.56,16.28,9.41,NaN,,20
3328,14.26,9.56,15.12,8.47,NaN,,20
3329,11.98,9.69,13.21,7.33,NaN,,20
3330,8.03,9.88,11.21,4.18,NaN,,20
3331,5.8,9.89,10.67,1.63,NaN,,20
3332,4.35,9.87,10.17,0.18,NaN,,20
3333,3.24,9.12,9.34,-0.49,NaN,,20
3334,2.56,8.16,8.46,-1.38,NaN,,20
3335,1.89,7.3,7.91,-2.39,NaN,,20
3336,1.29,7.09,7.33,-3.78,NaN,,20
3337,0.38,6.88,7.27,-4.51,NaN,,20
3338,-0.02,6.6,6.98,-5.15,NaN,,20
3339,-0.14,6.78,6.65,-5.51,NaN,,20
3340,-0.47,6.96,6.43,-5.89,NaN,,20
3341,-0.38,7.09,6.1,-6.58,NaN,,20
3342,-0.94,6.69,6.44,-6.94,NaN,,20
3343,0.66,6.78,6.83,-4.5,NaN,,20
3344,8.14,9.16,8.77,2.61,NaN,,20
3345,14.17,10.8,11.32,9.15,NaN,,20
3346,15.58,11.61,13.45,10.76,NaN,,20
3347,16.03,11.51,14.98,11.44,NaN,,20
3348,16.6,9.97,16.5,11.33,NaN,,20
3349,16.18,10.55,14.46,11.11,NaN,,20
3350,15.55,9.51,14.63,11.0,NaN,,20
3351,14.33,9.71,14.33,10.72,NaN,,20
3352,12.7,10.56,13.09,9.62,NaN,,20
3353,11.02,11.28,10.71,7.63,NaN,,20
3354,8.3,10.64,6.86,3.44,NaN,,20
3355,5.97,9.89,4.29,0.57,NaN,,20
3356,4.78,9.95,2.54,-0.03,NaN,,20
3357,3.55,10.37,1.23,0.18,NaN,,20
3358,2.98,10.65,0.38,-0.05,NaN,,20
3359,2.0,11.1,-0.29,-0.13,NaN,,20
3360,1.22,11.41,-0.66,3.94,NaN,,21
3361,0.84,10.9,-0.87,5.3,NaN,,21
3362,0.48,10.09,-1.74,5.07,NaN,,21
3363,-0.03,9.91,-2.83,4.06,NaN,,21
3364,-0.16,9.63,-3.05,2.74,NaN,,21
3365,-0.53,9.55,-3.54,2.58,NaN,,21
3366,-0.73,9.31,-4.13,1.92,NaN,,21
3367,0.98,9.39,-2.0,2.43,NaN,,21
3368,8.62,9.7,5.83,4.6,NaN,,21
3369,11.96,11.48,12.72,6.68,NaN,,21
3370,13.44,12.91,14.29,8.81,NaN,,21
3371,14.84,9.91,14.75,9.93,NaN,,21
3372,13.27,9.54,15.68,10.8,NaN,,21
3373,11.31,9.27,15.71,10.9,NaN,,21
3374,12.01,8.05,15.06,11.09,NaN,,21
3375,11.94,7.16,14.35,10.53,NaN,,21
3376,12.15,6.88,13.15,9.24,NaN,,21
3377,11.24,6.47,10.23,7.4,NaN,,21
3378,10.93,5.82,6.38,5.67,NaN,,21
3379,11.03,6.02,3.99,4.6,NaN,,21
3380,11.17,6.29,2.38,3.92,NaN,,21
3381,10.19,6.42,1.56,3.29,NaN,,21
3382,9.44,6.37,1.06,2.64,NaN,,21
3383,8.68,6.2,0.88,2.25,NaN,,21
3384,8.67,5.29,0.54,2.05,NaN,,21
3385,8.24,5.07,0.2,1.6,NaN,,21
3386,6.56,5.28,-0.15,1.38,NaN,,21
3387,4.36,5.37,-0.47,0.93,NaN,,21
3388,4.06,5.5,-1.03,0.96,NaN,,21
3389,4.03,5.88,-1.35,0.89,NaN,,21
3390,3.0,5.65,-1.72,0.8,NaN,,21
3391,3.65,5.49,-0.42,1.43,NaN,,21
3392,7.11,6.1,4.6,3.26,NaN,,21
3393,10.47,6.89,10.44,4.69,NaN,,21
3394,12.32,7.11,12.89,5.93,NaN,,21
3395,14.5,7.32,13.92,6.3,NaN,,21
3396,14.68,7.8,13.78,6.43,NaN,,21
3397,16.45,8.87,13.63,5.99,NaN,,21
3398,13.76,9.93,13.33,6.17,NaN,,21
3399,12.19,9.04,12.63,6.11,NaN,,21
3400,10.29,8.81,11.41,5.38,NaN,,21
3401,8.75,8.37,10.03,4.12,NaN,,21
3402,7.49,7.26,7.54,3.3,NaN,,21
3403,6.33,6.62,5.55,2.88,NaN,,21
3404,4.81,5.52,4.81,2.5,NaN,,21
3405,2.79,4.61,3.99,2.33,NaN,,21
3406,3.45,3.84,4.21,2.17,NaN,,21
3407,2.68,3.35,3.63,2.11,NaN,,21
3408,1.57,2.93,4.57,2.0,NaN,,21
3409,1.07,3.17,5.02,1.85,NaN,,21
3410,0.69,2.21,5.86,1.66,NaN,,21
3411,0.02,1.15,5.78,1.49,NaN,,21
3412,0.33,0.06,6.28,1.48,NaN,,21
3413,0.67,-0.93,7.1,1.36,NaN,,21
3414,-0.14,-1.62,7.45,1.14,NaN,,21
3415,2.02,0.34,7.5,1.71,NaN,,21
3416,9.02,6.29,9.3,3.38,NaN,,21
3417,13.03,9.86,10.03,4.41,NaN,,21
3418,15.03,9.18,10.61,5.46,NaN,,21
3419,15.74,11.17,11.66,6.44,NaN,,21
3420,15.44,12.41,12.59,6.08,NaN,,21
3421,14.28,12.06,11.09,5.64,NaN,,21
3422,14.33,10.85,12.5,5.74,NaN,,21
3423,13.13,10.77,12.96,5.08,NaN,,21
3424,12.21,9.19,11.62,4.68,NaN,,21
3425,10.83,8.24,10.7,3.81,NaN,,21
3426,9.84,7.32,9.03,3.34,NaN,,21
3427,8.48,6.96,7.36,3.34,NaN,,21
3428,8.92,6.47,8.45,3.35,NaN,,21
3429,9.57,5.81,7.76,3.12,NaN,,21
3430,9.61,4.95,4.83,2.71,NaN,,21
3431,10.12,4.47,2.31,2.43,NaN,,21
3432,9.92,4.18,2.29,2.25,NaN,,21
3433,10.02,4.47,2.45,1.95,NaN,,21
3434,10.39,4.12,2.44,1.51,NaN,,21
3435,10.82,5.98,2.4,1.06,NaN,,21
3436,10.81,8.0,1.98,0.87,NaN,,21
3437,11.05,8.19,1.66,0.62,NaN,,21
3438,11.16,8.78,1.23,0.02,NaN,,21
3439,11.35,8.3,1.4,0.06,NaN,,21
3440,12.41,7.15,2.36,1.46,NaN,,21
3441,14.39,6.04,3.67,3.05,NaN,,21
3442,14.1,5.52,4.94,4.68,NaN,,21
3443,13.13,5.88,5.88,6.26,NaN,,21
3444,13.86,6.1,6.56,7.33,NaN,,21
3445,14.41,8.14,6.73,8.38,NaN,,21
3446,14.01,10.06,6.7,8.64,NaN,,21
3447,13.84,12.28,6.23,8.21,NaN,,21
3448,13.62,11.95,5.7,6.92,NaN,,21
3449,13.5,9.65,4.25,5.06,NaN,,21
3450,13.31,6.47,3.04,3.41,NaN,,21
3451,13.11,4.51,2.37,2.41,NaN,,21
3452,12.91,3.44,2.17,2.09,NaN,,21
3453,12.96,3.39,2.04,1.45,NaN,,21
3454,13.06,3.42,2.1,0.92,NaN,,21
3455,12.62,4.79,1.84,0.75,NaN,,21
3456,12.28,5.64,1.22,0.16,NaN,,21
3457,11.66,4.93,1.12,-0.2,NaN,,21
3458,11.29,5.18,0.64,0.12,NaN,,21
3459,11.35,5.46,-0.49,0.4,NaN,,21
3460,11.14,6.05,0.05,-0.08,NaN,,21
3461,10.84,6.64,-0.18,0.16,NaN,,21
3462,10.54,6.93,-0.3,-0.24,NaN,,21
3463,11.37,7.82,0.45,0.9,NaN,,21
3464,13.33,8.38,4.35,3.7,NaN,,21
3465,13.94,10.43,6.39,5.87,NaN,,21
3466,14.62,12.08,9.08,6.88,NaN,,21
3467,15.37,14.04,10.78,7.12,NaN,,21
3468,16.04,13.93,10.39,9.05,NaN,,21
3469,16.55,14.95,9.72,9.77,NaN,,21
3470,16.15,13.92,9.55,9.91,NaN,,21
3471,15.97,12.75,9.59,9.78,NaN,,21
3472,15.11,11.35,8.24,8.65,NaN,,21
3473,13.45,10.67,6.18,6.95,NaN,,21
3474,10.76,9.38,2.99,3.53,NaN,,21
3475,7.87,8.3,0.47,0.24,NaN,,21
3476,9.96,8.36,-0.74,-1.26,NaN,,21
3477,11.11,7.56,-1.84,-2.28,NaN,,21
3478,11.01,7.49,-2.57,-3.12,NaN,,21
3479,11.42,6.43,-3.22,-3.76,NaN,,21
3480,10.87,5.77,-3.58,-4.66,NaN,,21
3481,9.61,5.02,-4.1,-5.04,NaN,,21
3482,9.03,3.73,-4.55,-5.4,NaN,,21
3483,9.56,3.18,-4.85,-5.53,NaN,,21
3484,8.3,3.17,-5.19,-6.24,NaN,,21
3485,8.36,3.55,-5.49,-6.26,NaN,,21
3486,8.03,3.41,-5.56,-6.47,NaN,,21
3487,9.47,4.92,-3.38,-2.99,NaN,,21
3488,12.23,7.21,3.32,5.53,NaN,,21
3489,13.5,8.86,8.42,8.78,NaN,,21
3490,14.57,10.5,10.65,10.54,NaN,,21
3491,15.24,11.71,11.05,10.53,NaN,,21
3492,14.31,13.32,11.29,10.69,NaN,,21
3493,13.73,14.09,11.93,10.76,NaN,,21
3494,13.56,12.58,11.72,10.91,NaN,,21
3495,14.08,11.71,11.45,10.84,NaN,,21
3496,13.43,10.78,9.97,10.56,NaN,,21
3497,12.19,9.6,8.36,8.93,NaN,,21
3498,11.44,6.68,5.06,4.98,NaN,,21
3499,10.49,3.71,2.12,1.9,NaN,,21
3500,10.12,1.87,1.55,0.93,NaN,,21
3501,10.41,0.84,0.95,0.19,NaN,,21
3502,10.2,0.13,3.01,-0.63,NaN,,21
3503,9.98,-0.36,4.73,-1.33,NaN,,21
3504,10.15,-0.5,4.85,-2.28,NaN,,21
3505,10.25,0.05,4.5,-3.12,NaN,,21
3506,9.76,0.02,4.28,-3.46,NaN,,21
3507,9.21,-0.33,3.71,-3.92,NaN,,21
3508,8.45,-0.15,3.35,-4.34,NaN,,21
3509,7.95,0.6,3.2,-5.17,NaN,,21
3510,9.28,0.84,2.5,-5.54,NaN,,21
3511,10.36,1.69,2.83,-2.42,NaN,,21
3512,11.27,4.9,4.28,6.41,NaN,,21
3513,12.85,8.92,5.77,11.8,NaN,,21
3514,14.47,10.88,7.25,13.37,NaN,,21
3515,13.44,12.44,9.15,13.66,NaN,,21
3516,13.85,12.19,11.18,13.98,NaN,,21
3517,13.58,12.3,12.11,13.27,NaN,,21
3518,12.91,11.22,12.29,13.35,NaN,,21
3519,12.46,10.68,11.86,13.51,NaN,,21
3520,12.43,9.95,10.46,13.48,NaN,,21
3521,12.14,9.19,8.52,11.35,NaN,,21
3522,11.54,7.24,6.76,6.78,NaN,,21
3523,11.45,5.67,5.91,5.98,NaN,,21
3524,11.44,6.92,5.39,5.97,NaN,,21
3525,11.67,5.77,4.97,5.05,NaN,,21
3526,12.0,3.79,4.66,4.54,NaN,,21
3527,11.99,2.95,3.94,4.0,NaN,,21
3528,11.45,4.54,3.32,3.7,NaN,,22
3529,11.05,4.71,3.34,3.68,NaN,,22
3530,10.79,3.47,3.19,3.35,NaN,,22
3531,11.09,4.57,2.92,3.18,NaN,,22
3532,10.35,5.5,2.68,3.02,NaN,,22
3533,9.31,5.48,2.77,3.36,NaN,,22
3534,8.59,6.19,1.67,3.39,NaN,,22
3535,9.89,7.97,2.76,3.37,NaN,,22
3536,12.57,11.67,4.81,3.61,NaN,,22
3537,15.07,13.2,7.21,4.04,NaN,,22
3538,15.43,13.09,9.19,4.67,NaN,,22
3539,13.08,11.8,11.21,4.98,NaN,,22
3540,12.48,11.85,12.45,5.53,NaN,,22
3541,11.15,11.75,13.36,5.89,NaN,,22
3542,7.19,12.59,12.33,5.92,NaN,,22
3543,4.27,12.95,12.36,6.29,NaN,,22
3544,4.49,12.04,10.47,5.95,NaN,,22
3545,4.63,11.12,9.15,5.27,NaN,,22
3546,5.06,9.44,6.01,3.36,NaN,,22
3547,4.67,7.17,3.17,2.77,NaN,,22
3548,4.63,6.43,2.28,2.05,NaN,,22
3549,4.41,5.64,3.0,0.89,NaN,,22
3550,3.4,4.85,1.32,0.66,NaN,,22
3551,2.25,3.46,2.12,0.34,NaN,,22
3552,2.09,2.19,1.72,-0.08,NaN,,22
3553,1.63,1.6,1.6,-0.46,NaN,,22
3554,1.29,1.2,0.16,-0.26,NaN,,22
3555,0.21,1.13,-0.94,-0.34,NaN,,22
3556,-2.24,1.08,-1.59,-0.79,NaN,,22
3557,-3.39,0.71,-1.4,-1.49,NaN,,22
3558,-3.8,0.03,-0.28,-1.57,NaN,,22
3559,-0.91,1.29,2.53,0.28,NaN,,22
3560,6.22,9.26,7.5,2.37,NaN,,22
3561,9.59,13.99,9.47,4.44,NaN,,22
3562,10.9,15.41,10.84,6.22,NaN,,22
3563,12.29,16.91,11.28,8.41,NaN,,22
3564,13.07,16.84,10.85,10.35,NaN,,22
3565,11.75,15.71,11.16,11.45,NaN,,22
3566,12.46,15.62,10.97,10.86,NaN,,22
3567,12.94,15.76,10.45,9.36,NaN,,22
3568,11.65,15.45,9.71,8.27,NaN,,22
3569,10.38,13.57,9.36,6.53,NaN,,22
3570,6.32,10.36,8.96,2.92,NaN,,22
3571,2.96,7.36,8.69,-0.39,NaN,,22
3572,4.09,5.66,8.39,-1.97,NaN,,22
3573,5.6,4.28,8.39,-3.04,NaN,,22
3574,4.75,3.35,8.63,-3.92,NaN,,22
3575,4.38,2.45,8.98,-4.68,NaN,,22
3576,4.5,1.93,8.61,-5.28,NaN,,22
3577,4.38,1.52,8.26,-5.76,NaN,,22
3578,3.69,1.27,8.07,-6.94,NaN,,22
3579,2.81,0.88,8.28,-7.73,NaN,,22
3580,1.65,0.61,8.23,-7.93,NaN,,22
3581,-0.04,0.34,8.36,-8.42,NaN,,22
3582,-0.52,0.22,8.36,-8.64,NaN,,22
3583,1.68,3.13,8.84,-4.6,NaN,,22
3584,6.97,10.47,9.66,4.33,NaN,,22
3585,10.45,14.05,10.53,7.68,NaN,,22
3586,11.83,15.72,10.59,8.78,NaN,,22
3587,13.91,17.43,10.55,9.25,NaN,,22
3588,12.05,16.36,10.73,9.6,NaN,,22
3589,8.72,16.18,11.05,9.76,NaN,,22
3590,7.24,15.62,10.8,9.82,NaN,,22
3591,6.62,14.37,10.69,9.61,NaN,,22
3592,5.96,13.41,10.54,8.63,NaN,,22
3593,5.58,11.96,10.27,7.01,NaN,,22
3594,5.38,10.08,9.82,4.4,NaN,,22
3595,4.85,10.23,9.1,1.2,NaN,,22
3596,4.61,10.52,8.19,-0.15,NaN,,22
3597,4.4,10.37,6.65,0.15,NaN,,22
3598,4.4,10.4,7.07,-0.27,NaN,,22
3599,4.54,10.27,8.22,-1.57,NaN,,22
3600,4.68,10.22,7.18,-2.68,NaN,,22
3601,3.65,10.27,8.21,-3.29,NaN,,22
3602,2.51,10.22,7.66,-3.65,NaN,,22
3603,1.45,10.2,7.2,-4.19,NaN,,22
3604,-0.01,10.48,6.58,-4.27,NaN,,22
3605,-0.94,10.82,6.43,-4.62,NaN,,22
3606,-1.48,10.82,6.89,-3.72,NaN,,22
3607,0.61,10.82,8.52,-1.3,NaN,,22
3608,5.86,10.86,10.01,3.06,NaN,,22
3609,9.41,11.13,10.98,6.96,NaN,,22
3610,11.2,11.98,12.87,8.41,NaN,,22
3611,12.16,12.39,12.37,9.59,NaN,,22
3612,12.26,12.04,12.29,11.58,NaN,,22
3613,11.55,11.69,11.8,11.45,NaN,,22
3614,10.83,11.42,11.59,11.91,NaN,,22
3615,9.67,11.27,11.35,11.44,NaN,,22
3616,9.05,11.15,12.1,10.11,NaN,,22
3617,7.47,10.98,10.81,8.53,NaN,,22
3618,6.36,10.48,9.62,6.26,NaN,,22
3619,5.61,9.67,7.92,3.82,NaN,,22
3620,4.04,9.54,8.35,2.04,NaN,,22
3621,1.43,9.49,8.98,0.79,NaN,,22
3622,0.9,9.72,9.54,-0.03,NaN,,22
3623,0.89,9.67,9.25,-0.31,NaN,,22
3624,0.2,9.04,8.83,-0.13,NaN,,22
3625,0.0,8.51,8.68,-0.37,NaN,,22
3626,-0.49,8.31,8.68,-0.85,NaN,,22
3627,-0.96,8.26,8.59,-1.3,NaN,,22
3628,-0.08,7.66,8.66,-1.65,NaN,,22
3629,0.03,7.25,9.36,-1.77,NaN,,22
3630,0.28,7.37,9.56,-1.39,NaN,,22
3631,5.85,7.69,9.62,0.96,NaN,,22
3632,9.75,9.4,10.22,6.82,NaN,,22
3633,11.21,11.48,11.09,9.82,NaN,,22
3634,12.84,12.59,11.4,10.76,NaN,,22
3635,14.74,13.23,11.15,11.14,NaN,,22
