,day,time,temp,energy,day_time,year,month,dd,dw,dy,hh,stagione,ferie,lavorativo,dotcolor,diurno,lav,reg
42972,26-11-2022,12:00:00,11.03,176.0,2022-11-26 12:00:00,2022,11,26,6,330,12,inv2223,True,False,red,True,False,3
42975,26-11-2022,15:00:00,11.16,185.5,2022-11-26 15:00:00,2022,11,26,6,330,15,inv2223,True,False,red,True,False,3
42976,26-11-2022,16:00:00,9.49,187.5,2022-11-26 16:00:00,2022,11,26,6,330,16,inv2223,True,False,red,True,False,3
42977,26-11-2022,17:00:00,8.79,190.5,2022-11-26 17:00:00,2022,11,26,6,330,17,inv2223,True,False,red,True,False,3
42978,26-11-2022,18:00:00,8.23,191.5,2022-11-26 18:00:00,2022,11,26,6,330,18,inv2223,True,False,red,True,False,3
42992,27-11-2022,08:00:00,7.27,237.5,2022-11-27 08:00:00,2022,11,27,7,331,8,inv2223,True,False,red,True,False,3
42993,27-11-2022,09:00:00,8.84,195.5,2022-11-27 09:00:00,2022,11,27,7,331,9,inv2223,True,False,red,True,False,3
42994,27-11-2022,10:00:00,10.34,194.0,2022-11-27 10:00:00,2022,11,27,7,331,10,inv2223,True,False,red,True,False,3
42995,27-11-2022,11:00:00,11.11,184.0,2022-11-27 11:00:00,2022,11,27,7,331,11,inv2223,True,False,red,True,False,3
42996,27-11-2022,12:00:00,11.76,191.0,2022-11-27 12:00:00,2022,11,27,7,331,12,inv2223,True,False,red,True,False,3
42997,27-11-2022,13:00:00,12.06,195.5,2022-11-27 13:00:00,2022,11,27,7,331,13,inv2223,True,False,red,True,False,3
42998,27-11-2022,14:00:00,11.27,192.0,2022-11-27 14:00:00,2022,11,27,7,331,14,inv2223,True,False,red,True,False,3
42999,27-11-2022,15:00:00,9.77,208.5,2022-11-27 15:00:00,2022,11,27,7,331,15,inv2223,True,False,red,True,False,3
43000,27-11-2022,16:00:00,7.55,228.0,2022-11-27 16:00:00,2022,11,27,7,331,16,inv2223,True,False,red,True,False,3
43001,27-11-2022,17:00:00,6.24,238.5,2022-11-27 17:00:00,2022,11,27,7,331,17,inv2223,True,False,red,True,False,3
43002,27-11-2022,18:00:00,5.73,220.0,2022-11-27 18:00:00,2022,11,27,7,331,18,inv2223,True,False,red,True,False,3
43135,03-12-2022,07:00:00,6.58,196.5,2022-12-03 07:00:00,2022,12,3,6,337,7,inv2223,True,False,red,True,False,3
43136,03-12-2022,08:00:00,6.03,262.0,2022-12-03 08:00:00,2022,12,3,6,337,8,inv2223,True,False,red,True,False,3
43137,03-12-2022,09:00:00,6.12,253.5,2022-12-03 09:00:00,2022,12,3,6,337,9,inv2223,True,False,red,True,False,3
43138,03-12-2022,10:00:00,6.19,253.5,2022-12-03 10:00:00,2022,12,3,6,337,10,inv2223,True,False,red,True,False,3
43139,03-12-2022,11:00:00,6.57,235.5,2022-12-03 11:00:00,2022,12,3,6,337,11,inv2223,True,False,red,True,False,3
43140,03-12-2022,12:00:00,8.31,231.0,2022-12-03 12:00:00,2022,12,3,6,337,12,inv2223,True,False,red,True,False,3
43141,03-12-2022,13:00:00,8.88,210.5,2022-12-03 13:00:00,2022,12,3,6,337,13,inv2223,True,False,red,True,False,3
43142,03-12-2022,14:00:00,8.61,218.0,2022-12-03 14:00:00,2022,12,3,6,337,14,inv2223,True,False,red,True,False,3
43143,03-12-2022,15:00:00,7.91,240.5,2022-12-03 15:00:00,2022,12,3,6,337,15,inv2223,True,False,red,True,False,3
43144,03-12-2022,16:00:00,6.64,251.0,2022-12-03 16:00:00,2022,12,3,6,337,16,inv2223,True,False,red,True,False,3
43145,03-12-2022,17:00:00,7.1,253.0,2022-12-03 17:00:00,2022,12,3,6,337,17,inv2223,True,False,red,True,False,3
43146,03-12-2022,18:00:00,6.51,226.0,2022-12-03 18:00:00,2022,12,3,6,337,18,inv2223,True,False,red,True,False,3
43159,04-12-2022,07:00:00,6.79,194.0,2022-12-04 07:00:00,2022,12,4,7,338,7,inv2223,True,False,red,True,False,3
43160,04-12-2022,08:00:00,6.28,249.5,2022-12-04 08:00:00,2022,12,4,7,338,8,inv2223,True,False,red,True,False,3
43161,04-12-2022,09:00:00,7.34,238.5,2022-12-04 09:00:00,2022,12,4,7,338,9,inv2223,True,False,red,True,False,3
43162,04-12-2022,10:00:00,9.23,216.5,2022-12-04 10:00:00,2022,12,4,7,338,10,inv2223,True,False,red,True,False,3
43163,04-12-2022,11:00:00,9.67,213.5,2022-12-04 11:00:00,2022,12,4,7,338,11,inv2223,True,False,red,True,False,3
43164,04-12-2022,12:00:00,8.55,238.0,2022-12-04 12:00:00,2022,12,4,7,338,12,inv2223,True,False,red,True,False,3
43165,04-12-2022,13:00:00,8.46,230.0,2022-12-04 13:00:00,2022,12,4,7,338,13,inv2223,True,False,red,True,False,3
43166,04-12-2022,14:00:00,7.87,230.5,2022-12-04 14:00:00,2022,12,4,7,338,14,inv2223,True,False,red,True,False,3
43167,04-12-2022,15:00:00,7.33,219.5,2022-12-04 15:00:00,2022,12,4,7,338,15,inv2223,True,False,red,True,False,3
43168,04-12-2022,16:00:00,7.63,224.0,2022-12-04 16:00:00,2022,12,4,7,338,16,inv2223,True,False,red,True,False,3
43169,04-12-2022,17:00:00,8.08,215.5,2022-12-04 17:00:00,2022,12,4,7,338,17,inv2223,True,False,red,True,False,3
43170,04-12-2022,18:00:00,8.82,179.0,2022-12-04 18:00:00,2022,12,4,7,338,18,inv2223,True,False,red,True,False,3
43305,10-12-2022,09:00:00,9.63,133.0,2022-12-10 09:00:00,2022,12,10,6,344,9,inv2223,True,False,red,True,False,3
43306,10-12-2022,10:00:00,10.56,122.5,2022-12-10 10:00:00,2022,12,10,6,344,10,inv2223,True,False,red,True,False,3
43307,10-12-2022,11:00:00,10.48,131.5,2022-12-10 11:00:00,2022,12,10,6,344,11,inv2223,True,False,red,True,False,3
43308,10-12-2022,12:00:00,8.69,167.0,2022-12-10 12:00:00,2022,12,10,6,344,12,inv2223,True,False,red,True,False,3
43309,10-12-2022,13:00:00,8.05,211.0,2022-12-10 13:00:00,2022,12,10,6,344,13,inv2223,True,False,red,True,False,3
43310,10-12-2022,14:00:00,7.07,217.0,2022-12-10 14:00:00,2022,12,10,6,344,14,inv2223,True,False,red,True,False,3
43311,10-12-2022,15:00:00,6.35,218.5,2022-12-10 15:00:00,2022,12,10,6,344,15,inv2223,True,False,red,True,False,3
43312,10-12-2022,16:00:00,5.71,219.5,2022-12-10 16:00:00,2022,12,10,6,344,16,inv2223,True,False,red,True,False,3
43313,10-12-2022,17:00:00,5.0,237.5,2022-12-10 17:00:00,2022,12,10,6,344,17,inv2223,True,False,red,True,False,3
43328,11-12-2022,08:00:00,5.21,222.0,2022-12-11 08:00:00,2022,12,11,7,345,8,inv2223,True,False,red,True,False,3
42624,12-11-2022,00:00:00,10.85,67.0,2022-11-12 00:00:00,2022,11,12,6,316,0,inv2223,True,False,red,False,False,4
42625,12-11-2022,01:00:00,8.88,57.0,2022-11-12 01:00:00,2022,11,12,6,316,1,inv2223,True,False,red,False,False,4
42626,12-11-2022,02:00:00,9.98,67.0,2022-11-12 02:00:00,2022,11,12,6,316,2,inv2223,True,False,red,False,False,4
42627,12-11-2022,03:00:00,11.03,60.0,2022-11-12 03:00:00,2022,11,12,6,316,3,inv2223,True,False,red,False,False,4
42628,12-11-2022,04:00:00,10.46,53.5,2022-11-12 04:00:00,2022,11,12,6,316,4,inv2223,True,False,red,False,False,4
42629,12-11-2022,05:00:00,10.85,57.5,2022-11-12 05:00:00,2022,11,12,6,316,5,inv2223,True,False,red,False,False,4
42646,12-11-2022,22:00:00,10.73,66.0,2022-11-12 22:00:00,2022,11,12,6,316,22,inv2223,True,False,red,False,False,4
42647,12-11-2022,23:00:00,10.97,77.5,2022-11-12 23:00:00,2022,11,12,6,316,23,inv2223,True,False,red,False,False,4
42648,13-11-2022,00:00:00,10.7,75.5,2022-11-13 00:00:00,2022,11,13,7,317,0,inv2223,True,False,red,False,False,4
42649,13-11-2022,01:00:00,10.55,81.0,2022-11-13 01:00:00,2022,11,13,7,317,1,inv2223,True,False,red,False,False,4
42650,13-11-2022,02:00:00,10.11,79.5,2022-11-13 02:00:00,2022,11,13,7,317,2,inv2223,True,False,red,False,False,4
42651,13-11-2022,03:00:00,9.8,80.0,2022-11-13 03:00:00,2022,11,13,7,317,3,inv2223,True,False,red,False,False,4
42652,13-11-2022,04:00:00,9.58,82.0,2022-11-13 04:00:00,2022,11,13,7,317,4,inv2223,True,False,red,False,False,4
42653,13-11-2022,05:00:00,9.32,79.0,2022-11-13 05:00:00,2022,11,13,7,317,5,inv2223,True,False,red,False,False,4
42670,13-11-2022,22:00:00,9.55,78.0,2022-11-13 22:00:00,2022,11,13,7,317,22,inv2223,True,False,red,False,False,4
42671,13-11-2022,23:00:00,9.57,80.0,2022-11-13 23:00:00,2022,11,13,7,317,23,inv2223,True,False,red,False,False,4
42811,19-11-2022,19:00:00,7.41,168.5,2022-11-19 19:00:00,2022,11,19,6,323,19,inv2223,True,False,red,False,False,4
42812,19-11-2022,20:00:00,7.21,139.5,2022-11-19 20:00:00,2022,11,19,6,323,20,inv2223,True,False,red,False,False,4
42813,19-11-2022,21:00:00,6.84,149.5,2022-11-19 21:00:00,2022,11,19,6,323,21,inv2223,True,False,red,False,False,4
42814,19-11-2022,22:00:00,6.06,161.0,2022-11-19 22:00:00,2022,11,19,6,323,22,inv2223,True,False,red,False,False,4
42815,19-11-2022,23:00:00,5.85,147.0,2022-11-19 23:00:00,2022,11,19,6,323,23,inv2223,True,False,red,False,False,4
42816,20-11-2022,00:00:00,5.41,152.0,2022-11-20 00:00:00,2022,11,20,7,324,0,inv2223,True,False,red,False,False,4
42817,20-11-2022,01:00:00,4.61,153.5,2022-11-20 01:00:00,2022,11,20,7,324,1,inv2223,True,False,red,False,False,4
42818,20-11-2022,02:00:00,4.52,147.5,2022-11-20 02:00:00,2022,11,20,7,324,2,inv2223,True,False,red,False,False,4
42819,20-11-2022,03:00:00,4.62,147.5,2022-11-20 03:00:00,2022,11,20,7,324,3,inv2223,True,False,red,False,False,4
42820,20-11-2022,04:00:00,4.61,141.5,2022-11-20 04:00:00,2022,11,20,7,324,4,inv2223,True,False,red,False,False,4
42821,20-11-2022,05:00:00,4.92,136.5,2022-11-20 05:00:00,2022,11,20,7,324,5,inv2223,True,False,red,False,False,4
42822,20-11-2022,06:00:00,5.29,140.5,2022-11-20 06:00:00,2022,11,20,7,324,6,inv2223,True,False,red,False,False,4
42836,20-11-2022,20:00:00,4.7,148.5,2022-11-20 20:00:00,2022,11,20,7,324,20,inv2223,True,False,red,False,False,4
42837,20-11-2022,21:00:00,4.49,131.0,2022-11-20 21:00:00,2022,11,20,7,324,21,inv2223,True,False,red,False,False,4
42960,26-11-2022,00:00:00,6.4,130.5,2022-11-26 00:00:00,2022,11,26,6,330,0,inv2223,True,False,red,False,False,4
42961,26-11-2022,01:00:00,6.97,137.0,2022-11-26 01:00:00,2022,11,26,6,330,1,inv2223,True,False,red,False,False,4
42962,26-11-2022,02:00:00,7.42,136.5,2022-11-26 02:00:00,2022,11,26,6,330,2,inv2223,True,False,red,False,False,4
42963,26-11-2022,03:00:00,7.04,147.5,2022-11-26 03:00:00,2022,11,26,6,330,3,inv2223,True,False,red,False,False,4
42964,26-11-2022,04:00:00,8.07,157.5,2022-11-26 04:00:00,2022,11,26,6,330,4,inv2223,True,False,red,False,False,4
42965,26-11-2022,05:00:00,7.49,149.0,2022-11-26 05:00:00,2022,11,26,6,330,5,inv2223,True,False,red,False,False,4
42966,26-11-2022,06:00:00,6.87,147.0,2022-11-26 06:00:00,2022,11,26,6,330,6,inv2223,True,False,red,False,False,4
42980,26-11-2022,20:00:00,7.33,148.5,2022-11-26 20:00:00,2022,11,26,6,330,20,inv2223,True,False,red,False,False,4
42981,26-11-2022,21:00:00,7.18,160.0,2022-11-26 21:00:00,2022,11,26,6,330,21,inv2223,True,False,red,False,False,4
42982,26-11-2022,22:00:00,6.69,152.0,2022-11-26 22:00:00,2022,11,26,6,330,22,inv2223,True,False,red,False,False,4
42983,26-11-2022,23:00:00,7.2,150.5,2022-11-26 23:00:00,2022,11,26,6,330,23,inv2223,True,False,red,False,False,4
42984,27-11-2022,00:00:00,7.58,150.5,2022-11-27 00:00:00,2022,11,27,7,331,0,inv2223,True,False,red,False,False,4
42985,27-11-2022,01:00:00,7.26,151.0,2022-11-27 01:00:00,2022,11,27,7,331,1,inv2223,True,False,red,False,False,4
42986,27-11-2022,02:00:00,6.69,159.5,2022-11-27 02:00:00,2022,11,27,7,331,2,inv2223,True,False,red,False,False,4
42987,27-11-2022,03:00:00,6.86,151.0,2022-11-27 03:00:00,2022,11,27,7,331,3,inv2223,True,False,red,False,False,4
42988,27-11-2022,04:00:00,7.0,149.0,2022-11-27 04:00:00,2022,11,27,7,331,4,inv2223,True,False,red,False,False,4
42989,27-11-2022,05:00:00,6.73,153.5,2022-11-27 05:00:00,2022,11,27,7,331,5,inv2223,True,False,red,False,False,4
42990,27-11-2022,06:00:00,6.3,156.5,2022-11-27 06:00:00,2022,11,27,7,331,6,inv2223,True,False,red,False,False,4
43004,27-11-2022,20:00:00,4.84,162.5,2022-11-27 20:00:00,2022,11,27,7,331,20,inv2223,True,False,red,False,False,4
43005,27-11-2022,21:00:00,4.27,168.0,2022-11-27 21:00:00,2022,11,27,7,331,21,inv2223,True,False,red,False,False,4
43006,27-11-2022,22:00:00,4.35,169.0,2022-11-27 22:00:00,2022,11,27,7,331,22,inv2223,True,False,red,False,False,4
43007,27-11-2022,23:00:00,4.57,174.0,2022-11-27 23:00:00,2022,11,27,7,331,23,inv2223,True,False,red,False,False,4
43128,03-12-2022,00:00:00,5.52,133.0,2022-12-03 00:00:00,2022,12,3,6,337,0,inv2223,True,False,red,False,False,4
43129,03-12-2022,01:00:00,5.16,136.5,2022-12-03 01:00:00,2022,12,3,6,337,1,inv2223,True,False,red,False,False,4
43130,03-12-2022,02:00:00,5.39,139.0,2022-12-03 02:00:00,2022,12,3,6,337,2,inv2223,True,False,red,False,False,4
43131,03-12-2022,03:00:00,5.67,138.5,2022-12-03 03:00:00,2022,12,3,6,337,3,inv2223,True,False,red,False,False,4
43132,03-12-2022,04:00:00,5.78,140.5,2022-12-03 04:00:00,2022,12,3,6,337,4,inv2223,True,False,red,False,False,4
43133,03-12-2022,05:00:00,5.67,140.5,2022-12-03 05:00:00,2022,12,3,6,337,5,inv2223,True,False,red,False,False,4
43134,03-12-2022,06:00:00,6.02,139.0,2022-12-03 06:00:00,2022,12,3,6,337,6,inv2223,True,False,red,False,False,4
43148,03-12-2022,20:00:00,6.05,137.0,2022-12-03 20:00:00,2022,12,3,6,337,20,inv2223,True,False,red,False,False,4
43149,03-12-2022,21:00:00,6.13,142.0,2022-12-03 21:00:00,2022,12,3,6,337,21,inv2223,True,False,red,False,False,4
43150,03-12-2022,22:00:00,5.82,138.0,2022-12-03 22:00:00,2022,12,3,6,337,22,inv2223,True,False,red,False,False,4
43151,03-12-2022,23:00:00,8.07,138.0,2022-12-03 23:00:00,2022,12,3,6,337,23,inv2223,True,False,red,False,False,4
43152,04-12-2022,00:00:00,6.26,135.5,2022-12-04 00:00:00,2022,12,4,7,338,0,inv2223,True,False,red,False,False,4
43153,04-12-2022,01:00:00,7.22,132.0,2022-12-04 01:00:00,2022,12,4,7,338,1,inv2223,True,False,red,False,False,4
43154,04-12-2022,02:00:00,7.89,131.5,2022-12-04 02:00:00,2022,12,4,7,338,2,inv2223,True,False,red,False,False,4
43155,04-12-2022,03:00:00,6.33,148.0,2022-12-04 03:00:00,2022,12,4,7,338,3,inv2223,True,False,red,False,False,4
43156,04-12-2022,04:00:00,5.18,144.5,2022-12-04 04:00:00,2022,12,4,7,338,4,inv2223,True,False,red,False,False,4
43157,04-12-2022,05:00:00,5.58,140.5,2022-12-04 05:00:00,2022,12,4,7,338,5,inv2223,True,False,red,False,False,4
43158,04-12-2022,06:00:00,7.28,132.5,2022-12-04 06:00:00,2022,12,4,7,338,6,inv2223,True,False,red,False,False,4
43172,04-12-2022,20:00:00,7.25,116.0,2022-12-04 20:00:00,2022,12,4,7,338,20,inv2223,True,False,red,False,False,4
43173,04-12-2022,21:00:00,6.84,123.5,2022-12-04 21:00:00,2022,12,4,7,338,21,inv2223,True,False,red,False,False,4
43174,04-12-2022,22:00:00,6.79,124.0,2022-12-04 22:00:00,2022,12,4,7,338,22,inv2223,True,False,red,False,False,4
43175,04-12-2022,23:00:00,6.66,115.5,2022-12-04 23:00:00,2022,12,4,7,338,23,inv2223,True,False,red,False,False,4
43296,10-12-2022,00:00:00,10.04,72.5,2022-12-10 00:00:00,2022,12,10,6,344,0,inv2223,True,False,red,False,False,4
43297,10-12-2022,01:00:00,9.64,67.0,2022-12-10 01:00:00,2022,12,10,6,344,1,inv2223,True,False,red,False,False,4
43298,10-12-2022,02:00:00,9.56,66.0,2022-12-10 02:00:00,2022,12,10,6,344,2,inv2223,True,False,red,False,False,4
43299,10-12-2022,03:00:00,9.16,75.0,2022-12-10 03:00:00,2022,12,10,6,344,3,inv2223,True,False,red,False,False,4
43300,10-12-2022,04:00:00,9.34,63.0,2022-12-10 04:00:00,2022,12,10,6,344,4,inv2223,True,False,red,False,False,4
43301,10-12-2022,05:00:00,9.45,70.5,2022-12-10 05:00:00,2022,12,10,6,344,5,inv2223,True,False,red,False,False,4
43302,10-12-2022,06:00:00,9.47,70.0,2022-12-10 06:00:00,2022,12,10,6,344,6,inv2223,True,False,red,False,False,4
43315,10-12-2022,19:00:00,5.07,149.0,2022-12-10 19:00:00,2022,12,10,6,344,19,inv2223,True,False,red,False,False,4
43316,10-12-2022,20:00:00,5.01,97.5,2022-12-10 20:00:00,2022,12,10,6,344,20,inv2223,True,False,red,False,False,4
43317,10-12-2022,21:00:00,5.16,97.0,2022-12-10 21:00:00,2022,12,10,6,344,21,inv2223,True,False,red,False,False,4
43318,10-12-2022,22:00:00,5.54,98.5,2022-12-10 22:00:00,2022,12,10,6,344,22,inv2223,True,False,red,False,False,4
43319,10-12-2022,23:00:00,5.86,103.5,2022-12-10 23:00:00,2022,12,10,6,344,23,inv2223,True,False,red,False,False,4
43320,11-12-2022,00:00:00,5.86,93.5,2022-12-11 00:00:00,2022,12,11,7,345,0,inv2223,True,False,red,False,False,4
43321,11-12-2022,01:00:00,5.79,99.5,2022-12-11 01:00:00,2022,12,11,7,345,1,inv2223,True,False,red,False,False,4
43322,11-12-2022,02:00:00,5.65,96.5,2022-12-11 02:00:00,2022,12,11,7,345,2,inv2223,True,False,red,False,False,4
43323,11-12-2022,03:00:00,5.52,95.5,2022-12-11 03:00:00,2022,12,11,7,345,3,inv2223,True,False,red,False,False,4
43324,11-12-2022,04:00:00,5.3,98.0,2022-12-11 04:00:00,2022,12,11,7,345,4,inv2223,True,False,red,False,False,4
43325,11-12-2022,05:00:00,5.39,95.5,2022-12-11 05:00:00,2022,12,11,7,345,5,inv2223,True,False,red,False,False,4
43326,11-12-2022,06:00:00,5.07,97.0,2022-12-11 06:00:00,2022,12,11,7,345,6,inv2223,True,False,red,False,False,4
